ID_Hash,Data,Competencia,Descricao,Valor,Parcela,Origem,Categoria,Status,Obs
9814d9d62dd448ae,2026-05-24,2026-05,ESTACIONAMENTO CENTRO,-R$ 150.24,,PICPAY_CARTAO,Transporte,CONFIRMADO,
3025b691d520b49c,2026-05-17,2026-05,IFOOD *RESTAURANTE,-R$ 140.78,,PICPAY_CONTA,Alimentação,CONFIRMADO,
7041dc24ac075edb,2026-05-14,2026-05,DROGARIA SAO PAULO,-R$ 24.08,,BANCO_CONTA,Saúde,CONFIRMADO,
63285336bbb728c0,2026-05-23,2026-05,OFICINA DO CARRO,-R$ 119.85,,BANCO_CARTAO,Transporte,CONFIRMADO,
daf53776a09edd9b,2026-05-27,2026-05,IFOOD *RESTAURANTE,-R$ 40.83,,BANCO_CARTAO,Alimentação,CONFIRMADO,
f499c2a0d5f560c7,2026-05-22,2026-05,PARQUE AQUATICO,-R$ 32.02,,BANCO_CARTAO,Lazer,CONFIRMADO,
894bdcb24eae9bca,2026-05-23,2026-05,SEM PARAR PEDAGIO,-R$ 130.82,,PICPAY_CARTAO,Transporte,CONFIRMADO,
b44c744b21a02778,2026-05-12,2026-05,Pix enviado - Fulano de Tal,-R$ 191.06,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
cb34cb797e350b3e,2026-05-16,2026-05,Pix enviado - Fulano de Tal,-R$ 81.10,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
21e33b3adbebde55,2026-05-10,2026-05,Pagamento de fatura,-R$ 2202.40,,PICPAY_CONTA,Saldo,CONFIRMADO,
6f76e983760acea3,2026-05-25,2026-05,Aplicação CDB,-R$ 500.00,,BANCO_CONTA,Saldo,CONFIRMADO,
9f2b00079c55dc40,2026-06-05,2026-06,Salário mensal,R$ 8600.00,,BANCO_CONTA,Receita,CONFIRMADO,
487329113e557805,2026-06-20,2026-06,Freelance projeto,R$ 1433.71,,BANCO_CONTA,Receita,CONFIRMADO,
257feb2d380cace6,2026-06-09,2026-06,CONDOMINIO EDIFICIO,-R$ 980.00,,PICPAY_CARTAO,Moradia,CONFIRMADO,
399ac5898a74ddc6,2026-06-10,2026-06,ENERGIA ELETRICA,-R$ 245.00,,BANCO_CONTA,Moradia,CONFIRMADO,
ea8e9b9a7bda2902,2026-06-05,2026-06,INTERNET FIBRA,-R$ 129.90,,PICPAY_CARTAO,Moradia,CONFIRMADO,
d644d073d9795442,2026-06-09,2026-06,SANEAMENTO AGUA,-R$ 118.00,,PICPAY_CARTAO,Moradia,CONFIRMADO,
cf233570015b1763,2026-06-05,2026-06,ESCOLA JARDIM MENSALIDADE,-R$ 1180.00,,PICPAY_CARTAO,Educação,CONFIRMADO,
f19be4610cd0681f,2026-06-11,2026-06,NETFLIX.COM,-R$ 57.80,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
1929ac26161e2862,2026-06-14,2026-06,SPOTIFY,-R$ 34.90,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
b4c87d7d00665d21,2026-06-08,2026-06,GOOGLE ONE,-R$ 9.99,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
70e27da36da80142,2026-06-06,2026-06,OPERADORA CELULAR,-R$ 89.90,,BANCO_CONTA,Assinaturas,CONFIRMADO,
7402946f2da2cfd6,2026-06-05,2026-06,PADARIA DA ESQUINA,-R$ 83.44,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
5cde646976d13ac9,2026-06-27,2026-06,LABORATORIO EXAMES,-R$ 193.45,,BANCO_CONTA,Saúde,CONFIRMADO,
097c9c4454f39cba,2026-06-05,2026-06,IFOOD *RESTAURANTE,-R$ 141.04,,BANCO_CONTA,Alimentação,CONFIRMADO,
e02c052c06e8b5ff,2026-06-23,2026-06,LANCHONETE DO ZE,-R$ 276.63,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
827a0f3645006362,2026-06-28,2026-06,PSICOLOGA CONSULTA,-R$ 252.23,,BANCO_CARTAO,Saúde,CONFIRMADO,
0650293de24da905,2026-06-13,2026-06,PSICOLOGA CONSULTA,-R$ 43.89,,PICPAY_CARTAO,Saúde,CONFIRMADO,
5258de5c0012aae3,2026-06-03,2026-06,HORTIFRUTI CENTRAL,-R$ 315.28,,PICPAY_CONTA,Alimentação,CONFIRMADO,
3c14ec66fbaf3c63,2026-06-11,2026-06,MERCADO BOM PRECO,-R$ 197.02,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
e99c37866e060824,2026-06-05,2026-06,AMAZON MARKETPLACE,-R$ 177.28,,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
aebbe7b095b3e4e1,2026-06-28,2026-06,HORTIFRUTI CENTRAL,-R$ 76.05,,PICPAY_CONTA,Alimentação,CONFIRMADO,
604a96c06b77be07,2026-06-09,2026-06,PARQUE AQUATICO,-R$ 306.28,,BANCO_CARTAO,Lazer,CONFIRMADO,
89e7f33f33571d0a,2026-06-04,2026-06,HORTIFRUTI CENTRAL,-R$ 273.47,,BANCO_CARTAO,Alimentação,CONFIRMADO,
f8cb6c4e996b28ac,2026-06-10,2026-06,DROGARIA SAO PAULO,-R$ 38.45,,BANCO_CONTA,Saúde,CONFIRMADO,
077bc6ed46c37786,2026-06-09,2026-06,HOTEL POUSADA MAR,-R$ 159.42,,PICPAY_CARTAO,Lazer,CONFIRMADO,
4895d5e5749555c9,2026-06-17,2026-06,SUPERMERCADO VIZINHO,-R$ 123.42,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
b5ec8be438fb93a5,2026-06-17,2026-06,SUPERMERCADO VIZINHO,-R$ 103.81,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
4e537c8d31d44b76,2026-06-28,2026-06,PARQUE AQUATICO,-R$ 92.42,,PICPAY_CONTA,Lazer,CONFIRMADO,
20e45880e0575d4c,2026-06-25,2026-06,Pix enviado - Fulano de Tal,-R$ 169.13,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
2b7ad2949fc525c9,2026-06-25,2026-06,Pix enviado - Beltrana Lima,-R$ 112.31,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
9f74025848d12659,2026-06-10,2026-06,Pagamento de fatura,-R$ 2112.26,,PICPAY_CONTA,Saldo,CONFIRMADO,
36a0e4f539e24376,2026-06-25,2026-06,Aplicação CDB,-R$ 500.00,,BANCO_CONTA,Saldo,CONFIRMADO,
24f51ab7ef5b3225,2026-07-05,2026-07,Salário mensal,R$ 8600.00,,BANCO_CONTA,Receita,CONFIRMADO,
a916c2bf0cc07622,2026-07-20,2026-07,Freelance projeto,R$ 1536.12,,BANCO_CONTA,Receita,CONFIRMADO,
eeada3279b1b1e7e,2026-07-15,2026-07,CONDOMINIO EDIFICIO,-R$ 980.00,,BANCO_CONTA,Moradia,CONFIRMADO,
4873d8947140ec50,2026-07-15,2026-07,ENERGIA ELETRICA,-R$ 245.00,,BANCO_CONTA,Moradia,CONFIRMADO,
3539c7c46eff379b,2026-07-09,2026-07,INTERNET FIBRA,-R$ 129.90,,BANCO_CONTA,Moradia,CONFIRMADO,
be7c37b30fe72c8e,2026-07-06,2026-07,SANEAMENTO AGUA,-R$ 118.00,,PICPAY_CARTAO,Moradia,CONFIRMADO,
61ebe0747309069e,2026-07-08,2026-07,ESCOLA JARDIM MENSALIDADE,-R$ 1180.00,,BANCO_CONTA,Educação,CONFIRMADO,
8a301d211216e19e,2026-07-03,2026-07,NETFLIX.COM,-R$ 57.80,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
aee0ed40ad6dff0e,2026-07-10,2026-07,SPOTIFY,-R$ 34.90,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
36a7d950bca1f576,2026-07-06,2026-07,GOOGLE ONE,-R$ 9.99,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
e0a8f68293dfb7a9,2026-07-10,2026-07,OPERADORA CELULAR,-R$ 89.90,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
6ea51fbffb0c4bbd,2026-07-08,2026-07,HORTIFRUTI CENTRAL,-R$ 43.46,,PICPAY_CONTA,Alimentação,CONFIRMADO,
33920d1c6fa3758e,2026-07-07,2026-07,ESTACIONAMENTO CENTRO,-R$ 160.66,,PICPAY_CARTAO,Transporte,CONFIRMADO,
1728f2b4ad6e9dca,2026-07-21,2026-07,DROGARIA SAO PAULO,-R$ 117.95,,PICPAY_CARTAO,Saúde,CONFIRMADO,
d86c303bfb73ab37,2026-07-26,2026-07,CLINICA ODONTO SORRIR,-R$ 231.14,,BANCO_CARTAO,Saúde,CONFIRMADO,
0fc046718011b616,2026-07-14,2026-07,IFOOD *RESTAURANTE,-R$ 255.05,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
5c41d19a37a65a4e,2026-07-24,2026-07,HORTIFRUTI CENTRAL,-R$ 133.92,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
acb5b9b8089cc515,2026-07-06,2026-07,HOTEL POUSADA MAR,-R$ 64.36,,PICPAY_CARTAO,Lazer,CONFIRMADO,
845ef8823f8984ec,2026-07-19,2026-07,SUPERMERCADO VIZINHO,-R$ 290.69,,PICPAY_CONTA,Alimentação,CONFIRMADO,
4c540e3f5a741645,2026-07-27,2026-07,MAGAZINE CASA,-R$ 195.53,,BANCO_CONTA,Compras/Vestuário,CONFIRMADO,
91457b00d4d26111,2026-07-18,2026-07,MERCADO BOM PRECO,-R$ 180.87,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
d8e159d56e5f3427,2026-07-24,2026-07,LANCHONETE DO ZE,-R$ 212.10,,PICPAY_CONTA,Alimentação,CONFIRMADO,
de1037e32fa98ec3,2026-07-28,2026-07,CLINICA ODONTO SORRIR,-R$ 72.00,,PICPAY_CARTAO,Saúde,CONFIRMADO,
7aa30a6e86b98a6b,2026-07-07,2026-07,UBER *TRIP,-R$ 102.23,,BANCO_CONTA,Transporte,CONFIRMADO,
cfa9aa5f8a0f37f0,2026-07-18,2026-07,UBER *TRIP,-R$ 141.06,,PICPAY_CARTAO,Transporte,CONFIRMADO,
6783938ff7dd8f20,2026-07-12,2026-07,BAR DO CENTRO,-R$ 288.49,,PICPAY_CONTA,Lazer,CONFIRMADO,
2f765c02bdf3ae46,2026-07-05,2026-07,LOJA DE ROUPAS,-R$ 173.24,,BANCO_CARTAO,Compras/Vestuário,CONFIRMADO,
f20fd9f6c9b34fc6,2026-07-06,2026-07,PADARIA DA ESQUINA,-R$ 199.43,,PICPAY_CONTA,Alimentação,CONFIRMADO,
5a6151c54e397693,2026-07-16,2026-07,MERCADO BOM PRECO,-R$ 202.68,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
9ffeaefd3c8b8c45,2026-07-22,2026-07,ESTACIONAMENTO CENTRO,-R$ 171.65,,BANCO_CARTAO,Transporte,CONFIRMADO,
8a8549f78adc8ec3,2026-07-25,2026-07,LANCHONETE DO ZE,-R$ 44.68,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
e4b7931d330b90bf,2026-07-07,2026-07,MERCADO BOM PRECO,-R$ 97.29,,BANCO_CARTAO,Alimentação,CONFIRMADO,
6defc950ee9153c8,2026-07-01,2026-07,Pix enviado - Fulano de Tal,-R$ 144.11,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
f41ec33600090a67,2026-07-20,2026-07,Pix enviado - Beltrana Lima,-R$ 189.72,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
0efe317755078daf,2026-07-07,2026-07,Pix enviado - Beltrana Lima,-R$ 97.61,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
983c76fa924a6fed,2026-07-10,2026-07,Pagamento de fatura,-R$ 2511.42,,PICPAY_CONTA,Saldo,CONFIRMADO,
a38aa9c631a62481,2026-07-25,2026-07,Aplicação CDB,-R$ 500.00,,BANCO_CONTA,Saldo,CONFIRMADO,
c5f9bd1f828f172e,2026-08-05,2026-08,Salário mensal,R$ 8600.00,,BANCO_CONTA,Receita,CONFIRMADO,
cca7d7d237d1c77f,2026-08-20,2026-08,Freelance projeto,R$ 1530.31,,BANCO_CONTA,Receita,CONFIRMADO,
71fc284a65b9fada,2026-08-11,2026-08,CONDOMINIO EDIFICIO,-R$ 980.00,,BANCO_CONTA,Moradia,CONFIRMADO,
da34700a9a8c2ae5,2026-08-14,2026-08,ENERGIA ELETRICA,-R$ 245.00,,PICPAY_CARTAO,Moradia,CONFIRMADO,
8b2a12186d5e77c5,2026-08-11,2026-08,INTERNET FIBRA,-R$ 129.90,,BANCO_CONTA,Moradia,CONFIRMADO,
866bfec346cd761f,2026-08-10,2026-08,SANEAMENTO AGUA,-R$ 118.00,,BANCO_CONTA,Moradia,CONFIRMADO,
2b4d985d16e17912,2026-08-09,2026-08,ESCOLA JARDIM MENSALIDADE,-R$ 1180.00,,BANCO_CONTA,Educação,CONFIRMADO,
b4593e046ff8a672,2026-08-09,2026-08,NETFLIX.COM,-R$ 57.80,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
3e4b455d4ffec91e,2026-08-08,2026-08,SPOTIFY,-R$ 34.90,,BANCO_CONTA,Assinaturas,CONFIRMADO,
fb65b4feafcec530,2026-08-13,2026-08,GOOGLE ONE,-R$ 9.99,,BANCO_CONTA,Assinaturas,CONFIRMADO,
bf316570d2837c34,2026-08-09,2026-08,OPERADORA CELULAR,-R$ 89.90,,BANCO_CONTA,Assinaturas,CONFIRMADO,
f3e1fa539e09e9b3,2026-08-10,2026-08,HOTEL POUSADA MAR,-R$ 253.45,,BANCO_CONTA,Lazer,CONFIRMADO,
34675d6c9f0f8f83,2026-08-09,2026-08,HORTIFRUTI CENTRAL,-R$ 283.91,,PICPAY_CONTA,Alimentação,CONFIRMADO,
b1bc190c685bb96b,2026-08-04,2026-08,BAR DO CENTRO,-R$ 134.66,,PICPAY_CONTA,Lazer,CONFIRMADO,
2ebc22ecc7a705a5,2026-08-27,2026-08,BAR DO CENTRO,-R$ 80.90,,BANCO_CARTAO,Lazer,CONFIRMADO,
79c48aa214527f6c,2026-08-14,2026-08,SEM PARAR PEDAGIO,-R$ 72.29,,PICPAY_CARTAO,Transporte,CONFIRMADO,
e7103deaaff3afbd,2026-08-12,2026-08,BAR DO CENTRO,-R$ 18.00,,BANCO_CARTAO,Lazer,CONFIRMADO,
6815682f148a0630,2026-08-01,2026-08,PARQUE AQUATICO,-R$ 130.38,,PICPAY_CARTAO,Lazer,CONFIRMADO,
f8210c7bffeca439,2026-08-26,2026-08,MERCADO BOM PRECO,-R$ 82.39,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
c1bbc3ca2ac2566c,2026-08-09,2026-08,UBER *TRIP,-R$ 24.19,,BANCO_CONTA,Transporte,CONFIRMADO,
c34c3ba8b4dd3327,2026-08-05,2026-08,SUPERMERCADO VIZINHO,-R$ 264.49,,BANCO_CONTA,Alimentação,CONFIRMADO,
744eb5a071cb2aee,2026-08-05,2026-08,PSICOLOGA CONSULTA,-R$ 177.27,,BANCO_CONTA,Saúde,CONFIRMADO,
7efbefd1113acc07,2026-08-09,2026-08,SUPERMERCADO VIZINHO,-R$ 29.72,,PICPAY_CONTA,Alimentação,CONFIRMADO,
476159a456c1c57e,2026-08-03,2026-08,DROGARIA SAO PAULO,-R$ 94.83,,PICPAY_CARTAO,Saúde,CONFIRMADO,
d2623fc566d42d10,2026-08-09,2026-08,PADARIA DA ESQUINA,-R$ 37.79,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
49dd79570fd252ab,2026-08-28,2026-08,POSTO AVENIDA,-R$ 49.48,,BANCO_CONTA,Transporte,CONFIRMADO,
8a222018ce014faa,2026-08-14,2026-08,AMAZON MARKETPLACE,-R$ 297.41,,PICPAY_CONTA,Compras/Vestuário,CONFIRMADO,
123bfc85d1f8d41c,2026-08-17,2026-08,MERCADO BOM PRECO,-R$ 230.54,,PICPAY_CONTA,Alimentação,CONFIRMADO,
055b41fc199f134e,2026-08-02,2026-08,SEM PARAR PEDAGIO,-R$ 67.79,,BANCO_CONTA,Transporte,CONFIRMADO,
9853d48cc7accacd,2026-08-25,2026-08,MAGAZINE CASA,-R$ 75.41,,PICPAY_CONTA,Compras/Vestuário,CONFIRMADO,
98d7536bf6ff5004,2026-08-12,2026-08,Pix enviado - Fulano de Tal,-R$ 298.46,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
688427a00a7fe14f,2026-08-02,2026-08,Pix enviado - Fulano de Tal,-R$ 25.16,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
52ce53b07e2c2782,2026-08-10,2026-08,Pagamento de fatura,-R$ 2507.92,,PICPAY_CONTA,Saldo,CONFIRMADO,
b73f824b18f89084,2026-08-25,2026-08,Aplicação CDB,-R$ 500.00,,BANCO_CONTA,Saldo,CONFIRMADO,
33d5468d2e955f18,2026-09-05,2026-09,Salário mensal,R$ 8600.00,,BANCO_CONTA,Receita,CONFIRMADO,
197a16ff25ae5277,2026-09-20,2026-09,Freelance projeto,R$ 1769.27,,BANCO_CONTA,Receita,CONFIRMADO,
bd88ff82b4750ef6,2026-09-11,2026-09,CONDOMINIO EDIFICIO,-R$ 980.00,,PICPAY_CARTAO,Moradia,CONFIRMADO,
b9a80a6fefd99df4,2026-09-06,2026-09,ENERGIA ELETRICA,-R$ 245.00,,PICPAY_CARTAO,Moradia,CONFIRMADO,
4fb3d5747f825d1f,2026-09-04,2026-09,INTERNET FIBRA,-R$ 129.90,,PICPAY_CARTAO,Moradia,CONFIRMADO,
186dd07fb88bc4fb,2026-09-13,2026-09,SANEAMENTO AGUA,-R$ 118.00,,PICPAY_CARTAO,Moradia,CONFIRMADO,
aae8aecc370999d1,2026-09-11,2026-09,ESCOLA JARDIM MENSALIDADE,-R$ 1180.00,,PICPAY_CARTAO,Educação,CONFIRMADO,
ef6b3f14c7b8aa76,2026-09-11,2026-09,NETFLIX.COM,-R$ 57.80,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
bc4c529051b93019,2026-09-14,2026-09,SPOTIFY,-R$ 34.90,,BANCO_CONTA,Assinaturas,CONFIRMADO,
8b37c923adf47075,2026-09-06,2026-09,GOOGLE ONE,-R$ 9.99,,PICPAY_CARTAO,Assinaturas,CONFIRMADO,
b2be2960c58cdba0,2026-09-06,2026-09,OPERADORA CELULAR,-R$ 89.90,,BANCO_CONTA,Assinaturas,CONFIRMADO,
197647fe31b70167,2026-09-02,2026-09,POSTO AVENIDA,-R$ 269.79,,PICPAY_CARTAO,Transporte,CONFIRMADO,
5fb2a1917de558a9,2026-09-24,2026-09,BAR DO CENTRO,-R$ 283.00,,PICPAY_CONTA,Lazer,CONFIRMADO,
00a0c1960193b187,2026-09-03,2026-09,HORTIFRUTI CENTRAL,-R$ 216.89,,BANCO_CONTA,Alimentação,CONFIRMADO,
c1fb18eb086dade4,2026-09-08,2026-09,LOJA DE ROUPAS,-R$ 225.35,,BANCO_CARTAO,Compras/Vestuário,CONFIRMADO,
3a3ae29113532a05,2026-09-06,2026-09,MERCADO BOM PRECO,-R$ 94.86,,BANCO_CONTA,Alimentação,CONFIRMADO,
b41cc4add81c2eef,2026-09-11,2026-09,ESTACIONAMENTO CENTRO,-R$ 311.57,,BANCO_CONTA,Transporte,CONFIRMADO,
97784b48a0b8177f,2026-09-02,2026-09,IFOOD *RESTAURANTE,-R$ 309.43,,PICPAY_CONTA,Alimentação,CONFIRMADO,
3a650d5d84b1638c,2026-09-06,2026-09,OFICINA DO CARRO,-R$ 12.33,,PICPAY_CARTAO,Transporte,CONFIRMADO,
b7d2701c7dbf0cb3,2026-09-09,2026-09,CLINICA ODONTO SORRIR,-R$ 166.85,,PICPAY_CONTA,Saúde,CONFIRMADO,
c2feae3890bf4d79,2026-09-25,2026-09,AMAZON MARKETPLACE,-R$ 13.52,,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
1967cccce1bb2545,2026-09-13,2026-09,HORTIFRUTI CENTRAL,-R$ 192.73,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
8b1349329d1caa94,2026-09-10,2026-09,POSTO AVENIDA,-R$ 205.94,,PICPAY_CONTA,Transporte,CONFIRMADO,
3f5c87af59321c38,2026-09-23,2026-09,BAR DO CENTRO,-R$ 253.48,,BANCO_CONTA,Lazer,CONFIRMADO,
b1670a11b5d49d93,2026-09-16,2026-09,HOTEL POUSADA MAR,-R$ 58.03,,PICPAY_CARTAO,Lazer,CONFIRMADO,
6e47ed38a3764fb9,2026-09-27,2026-09,LANCHONETE DO ZE,-R$ 232.22,,BANCO_CARTAO,Alimentação,CONFIRMADO,
9c654ea779ed3916,2026-09-23,2026-09,HOTEL POUSADA MAR,-R$ 262.16,,PICPAY_CARTAO,Lazer,CONFIRMADO,
fbe000517cd830b1,2026-09-22,2026-09,SUPERMERCADO VIZINHO,-R$ 191.89,,PICPAY_CONTA,Alimentação,CONFIRMADO,
ed980f8d0eaa9fbd,2026-09-01,2026-09,SUPERMERCADO VIZINHO,-R$ 24.89,,BANCO_CONTA,Alimentação,CONFIRMADO,
b2a31cb3b404fa37,2026-09-13,2026-09,LANCHONETE DO ZE,-R$ 269.43,,PICPAY_CARTAO,Alimentação,CONFIRMADO,
6aee9f0f7c98bb73,2026-09-01,2026-09,HOTEL POUSADA MAR,-R$ 204.88,,BANCO_CARTAO,Lazer,CONFIRMADO,
f760c7ba0c7c742c,2026-09-01,2026-09,POSTO AVENIDA,-R$ 152.74,,PICPAY_CARTAO,Transporte,CONFIRMADO,
18425ad621aeeecd,2026-09-17,2026-09,BAR DO CENTRO,-R$ 32.34,,BANCO_CONTA,Lazer,CONFIRMADO,
bccd556bd78bd017,2026-09-28,2026-09,Pix enviado - Ciclano Souza,-R$ 85.74,,PICPAY_CONTA,Outros,CONFIRMADO,Não lembrado
f6a5b88c312579ce,2026-09-10,2026-09,Pagamento de fatura,-R$ 2859.02,,PICPAY_CONTA,Saldo,CONFIRMADO,
ba04ac7c02844aab,2026-09-25,2026-09,Aplicação CDB,-R$ 500.00,,BANCO_CONTA,Saldo,CONFIRMADO,
f5f0897133b2b7a1,2026-05-14,2026-05,MERCADOLIVRE*COMPRA PARC01/11,-R$ 45.50,1/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
2a066bf435aa06f5,2026-05-14,2026-06,MERCADOLIVRE*COMPRA PARC02/11,-R$ 45.50,2/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
2e05f37bd137d9ad,2026-05-14,2026-07,MERCADOLIVRE*COMPRA PARC03/11,-R$ 45.50,3/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
dc3d488da0bf6aa1,2026-05-14,2026-08,MERCADOLIVRE*COMPRA PARC04/11,-R$ 45.50,4/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
63837b1fffb7290d,2026-05-14,2026-09,MERCADOLIVRE*COMPRA PARC05/11,-R$ 45.50,5/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
d8a7b45e63162dec,2026-05-14,2026-10,MERCADOLIVRE*COMPRA PARC06/11,-R$ 45.50,6/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
c5a9f8266559b966,2026-05-14,2026-11,MERCADOLIVRE*COMPRA PARC07/11,-R$ 45.50,7/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
036102015479d414,2026-05-14,2026-12,MERCADOLIVRE*COMPRA PARC08/11,-R$ 45.50,8/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
f00a46c184eacf46,2026-05-14,2027-01,MERCADOLIVRE*COMPRA PARC09/11,-R$ 45.50,9/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
0a4f2e8562cb7bc0,2026-05-14,2027-02,MERCADOLIVRE*COMPRA PARC10/11,-R$ 45.50,10/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
7ac06c9d9b157b1d,2026-05-14,2027-03,MERCADOLIVRE*COMPRA PARC11/11,-R$ 45.50,11/11,PICPAY_CARTAO,Compras/Vestuário,CONFIRMADO,
5789817a2db6aab1,2026-04-14,2026-04,OTICAS VISAO PARC01/12,-R$ 69.99,1/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
a7077a7234a1d1dc,2026-04-14,2026-05,OTICAS VISAO PARC02/12,-R$ 69.99,2/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
ec52e0a353950d06,2026-04-14,2026-06,OTICAS VISAO PARC03/12,-R$ 69.99,3/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
76732e71c11b2353,2026-04-14,2026-07,OTICAS VISAO PARC04/12,-R$ 69.99,4/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
